# The client's own answer to "which item templates are weapons, and what does each one attack with".
# Tabula Rasa 1.16.5.0, data/game.zip (pyc stamp 2009-02-09), read 2026-09-21.
# One line per item template whose item class carries a weaponclass.lookup row - 5825 of the client's 30225.
# item_class_id: itemclass.itemTemplateItemClass[template]
# attack_action_id, attack_action_arg_id, weapon_anim_condition_code: weaponclass.lookup[class] columns 1, 2, 12
# skill_id: itemclass.itemTemplateSkillRequirement[template][0], empty when the template requires no skill
# A field is empty where the client itself holds no value. Eight classes have no anim condition code; none of
# them requires a skill, so the rule never consults it for them.
# These are the raw client fields, not a conclusion. WeaponRowAuditTests re-derives tool_type and attack_type
# from them; see WeaponRowRepairRows for the rule and its evidence.
item_template_id,item_class_id,attack_action_id,attack_action_arg_id,weapon_anim_condition_code,skill_id
14334,27309,1,147,3,1
14335,27833,1,66,3,1
14336,27330,1,66,3,1
14337,27330,1,66,3,1
14346,28740,147,1,17,14
14347,28741,147,1,17,14
14402,28133,1,133,1,1
14403,27630,1,133,1,1
14404,27127,1,133,1,1
14408,28134,1,133,1,1
14409,27128,1,133,1,1
14410,27631,1,133,1,1
14429,28136,1,133,1,1
14430,27130,1,133,1,1
14431,27633,1,133,1,1
14432,27131,1,181,1,1
14433,27634,1,181,1,1
14444,27135,1,181,1,1
14445,27638,1,181,1,1
14446,28141,1,181,1,1
14450,28142,1,181,1,1
14451,27639,1,181,1,1
14452,27136,1,181,1,1
14471,27641,1,181,1,1
14472,27138,1,181,1,1
14473,28144,1,181,1,1
14474,27110,1,67,1,1
14486,28122,1,67,1,1
14487,27116,1,67,1,1
14488,27619,1,67,1,1
14492,27117,1,67,1,1
14493,27620,1,67,1,1
14494,28123,1,67,1,1
14513,27622,1,67,1,1
14514,28125,1,67,1,1
14515,27119,1,67,1,1
14526,27096,1,170,1,1
14527,27599,1,170,1,1
14528,28102,1,170,1,1
14532,28103,1,170,1,1
14533,27600,1,170,1,1
14534,27097,1,170,1,1
14553,27099,1,170,1,1
14554,27602,1,170,1,1
14555,28105,1,170,1,1
14556,27100,1,135,1,1
14568,27609,1,135,1,1
14569,27106,1,135,1,1
14570,28112,1,135,1,1
14574,27610,1,135,1,1
14575,27107,1,135,1,1
14576,28113,1,135,1,1
14595,27109,1,135,1,1
14596,28115,1,135,1,1
14597,27612,1,135,1,1
14608,28232,1,134,2,1
14609,27729,1,134,2,1
14610,27226,1,134,2,1
14614,27227,1,134,2,1
14615,27730,1,134,2,1
14616,28233,1,134,2,1
14635,27732,1,134,2,1
14636,27229,1,134,2,1
14637,28235,1,134,2,1
14638,27734,1,182,2,1
14639,27231,1,182,2,1
14650,28241,1,182,2,1
14651,27235,1,182,2,1
14652,27738,1,182,2,1
14656,28242,1,182,2,1
14657,27739,1,182,2,1
14658,27236,1,182,2,1
14677,28244,1,182,2,1
14678,27741,1,182,2,1
14679,27238,1,182,2,1
14691,27215,1,68,2,1
14692,28221,1,68,2,1
14693,27718,1,68,2,1
14697,27719,1,68,2,1
14698,28222,1,68,2,1
14699,27216,1,68,2,1
14718,28224,1,68,2,1
14719,27721,1,68,2,1
14720,27218,1,68,2,1
14728,28199,1,168,2,1
14732,28201,1,168,2,1
14733,27698,1,168,2,1
14734,27195,1,168,2,1
14738,27196,1,168,2,1
14739,27699,1,168,2,1
14740,28202,1,168,2,1
14759,27701,1,168,2,1
14760,28204,1,168,2,1
14761,27198,1,168,2,1
14763,27723,1,134,2,1
14774,27205,1,136,2,1
14775,28211,1,136,2,1
14776,27708,1,136,2,1
14780,27206,1,136,2,1
14781,28212,1,136,2,1
14782,27709,1,136,2,1
14801,27208,1,136,2,1
14802,27711,1,136,2,1
14803,28214,1,136,2,1
14814,27828,1,121,3,1
14815,27325,1,121,3,1
14816,28331,1,121,3,1
14820,27326,1,121,3,1
14821,27829,1,121,3,1
14822,28332,1,121,3,1
14841,27328,1,121,3,1
14842,27831,1,121,3,1
14843,28334,1,121,3,1
14847,27797,1,122,3,1
14853,28302,1,122,3,1
14854,27799,1,122,3,1
14855,27296,1,122,3,1
14859,27800,1,122,3,1
14860,28303,1,122,3,1
14861,27297,1,122,3,1
14880,27299,1,122,3,1
14881,28305,1,122,3,1
14882,27802,1,122,3,1
14891,27806,1,123,3,1
14892,27303,1,123,3,1
14893,28309,1,123,3,1
14897,28310,1,123,3,1
14898,27807,1,123,3,1
14899,27304,1,123,3,1
14918,27809,1,123,3,1
14919,27306,1,123,3,1
14920,28312,1,123,3,1
14931,27837,1,66,3,1
14932,28340,1,66,3,1
14933,27334,1,66,3,1
14937,27335,1,66,3,1
14938,27838,1,66,3,1
14939,28341,1,66,3,1
14958,28343,1,66,3,1
14959,27337,1,66,3,1
14960,27840,1,66,3,1
14961,27319,1,121,3,1
14973,28319,1,147,3,1
14974,27816,1,147,3,1
14975,27313,1,147,3,1
14979,27817,1,147,3,1
14980,27314,1,147,3,1
14981,28320,1,147,3,1
15000,27316,1,147,3,1
15001,27819,1,147,3,1
15002,28322,1,147,3,1
15003,27319,1,121,3,1
15006,27285,1,185,3,1
15007,27788,1,185,3,1
15018,27792,1,185,3,1
15019,27289,1,185,3,1
15020,28295,1,185,3,1
15024,28296,1,185,3,1
15025,27290,1,185,3,1
15026,27793,1,185,3,1
15045,27292,1,185,3,1
15046,27795,1,185,3,1
15047,28298,1,185,3,1
15048,26942,141,5,3,24
15049,27429,141,3,3,24
15050,26926,141,3,3,24
15061,27433,141,3,3,24
15062,27936,141,3,3,24
15063,26930,141,3,3,24
15067,27434,141,3,3,24
15068,26931,141,3,3,24
15069,27937,141,3,3,24
15088,27436,141,3,3,24
15089,27939,141,3,3,24
15090,26933,141,3,3,24
15091,27555,149,4,7,22
15097,27533,149,5,7,22
15103,28038,149,5,7,22
15104,27535,149,5,7,22
15105,27032,149,5,7,22
15109,28039,149,5,7,22
15110,27536,149,5,7,22
15111,27033,149,5,7,22
15130,27538,149,5,7,22
15131,27035,149,5,7,22
15132,28041,149,5,7,22
15136,27542,149,3,7,22
15137,27039,149,3,7,22
15148,27546,149,3,7,22
15149,28049,149,3,7,22
15150,27043,149,3,7,22
15154,27044,149,3,7,22
15155,27547,149,3,7,22
15156,28050,149,3,7,22
15175,28052,149,3,7,22
15176,27549,149,3,7,22
15177,27046,149,3,7,22
15181,27340,1,105,15,23
15182,27843,1,105,15,23
15183,28346,1,105,15,23
15187,28347,1,105,15,23
15188,27844,1,105,15,23
15189,27341,1,105,15,23
15208,27343,1,105,15,23
15209,27846,1,105,15,23
15210,28349,1,105,15,23
15214,27848,1,177,15,23
15215,28351,1,177,15,23
15216,27345,1,177,15,23
15220,27346,1,177,15,23
15221,28352,1,177,15,23
15222,27849,1,177,15,23
15241,28354,1,177,15,23
15242,27851,1,177,15,23
15243,27348,1,177,15,23
15247,27365,1,186,15,23
15248,28371,1,186,15,23
15249,27868,1,186,15,23
15253,27366,1,186,15,23
15254,27869,1,186,15,23
15255,28372,1,186,15,23
15274,27368,1,186,15,23
15275,28374,1,186,15,23
15276,27871,1,186,15,23
15278,27521,179,1,4,31
15279,27505,179,3,4,31
15280,27020,179,4,4,31
15281,27523,179,4,4,31
15293,28030,179,4,4,31
15294,27527,179,4,4,31
15295,27024,179,4,4,31
15299,27528,179,4,4,31
15300,28031,179,4,4,31
15301,27025,179,4,4,31
15320,27530,179,4,4,31
15321,27027,179,4,4,31
15322,28033,179,4,4,31
15323,27687,140,2,5,40
15327,28169,140,5,5,40
15328,27163,140,5,5,40
15329,27666,140,5,5,40
15333,28170,140,5,5,40
15334,27667,140,5,5,40
15335,27164,140,5,5,40
15354,28172,140,5,5,40
15355,27669,140,5,5,40
15356,27166,140,5,5,40
15360,27187,140,4,5,40
15361,27690,140,4,5,40
15362,28193,140,4,5,40
15366,27691,140,4,5,40
15367,28194,140,4,5,40
15368,27188,140,4,5,40
15387,27693,140,4,5,40
15388,28196,140,4,5,40
15389,27190,140,4,5,40
15390,28270,141,9,4,24
15398,27243,141,8,4,24
15399,28249,141,8,4,24
15400,27746,141,8,4,24
15404,27244,141,8,4,24
15405,27747,141,8,4,24
15406,28250,141,8,4,24
15425,28252,141,8,4,24
15426,27749,141,8,4,24
15427,27246,141,8,4,24
15435,27755,141,2,4,24
15436,28258,141,2,4,24
15437,27252,141,2,4,24
15441,27756,141,2,4,24
15442,27253,141,2,4,24
15443,28259,141,2,4,24
15462,28261,141,2,4,24
15463,27255,141,2,4,24
15464,27758,141,2,4,24
15468,27400,418,2,6,82
15469,27903,418,2,6,82
15470,26897,418,2,6,82
15474,27401,418,2,6,82
15475,26898,418,2,6,82
15476,27904,418,2,6,82
15495,26900,418,2,6,82
15496,27403,418,2,6,82
15497,27906,418,2,6,82
15505,28080,398,1,3,55
15506,27577,398,1,3,55
15507,27074,398,1,3,55
15511,28081,398,1,3,55
15512,27578,398,1,3,55
15513,27075,398,1,3,55
15532,27580,398,1,3,55
15533,27077,398,1,3,55
15534,28083,398,1,3,55
15542,27143,249,1,7,58
15543,28149,249,1,7,58
15544,27646,249,1,7,58
15548,27647,249,1,7,58
15549,28150,249,1,7,58
15550,27144,249,1,7,58
15569,28152,249,1,7,58
15570,27649,249,1,7,58
15571,27146,249,1,7,58
15574,27468,399,2,1,67
15580,27470,399,2,1,67
15581,27973,399,2,1,67
15582,26967,399,2,1,67
15586,27974,399,2,1,67
15587,27471,399,2,1,67
15588,26968,399,2,1,67
15607,27976,399,2,1,67
15608,27473,399,2,1,67
15609,26970,399,2,1,67
15654,26990,399,1,1,67
15655,27493,399,1,1,67
15656,27996,399,1,1,67
15660,27997,399,1,1,67
15661,26991,399,1,1,67
15662,27494,399,1,1,67
15681,27999,399,1,1,67
15682,27496,399,1,1,67
15683,26993,399,1,1,67
16595,28029,179,4,4,31
16596,27526,179,4,4,31
16597,27023,179,4,4,31
16623,26926,141,3,3,24
16628,26927,141,3,3,24
16629,27430,141,3,3,24
16632,26928,141,3,3,24
16633,27431,141,3,3,24
16643,26929,141,3,3,24
16644,27935,141,3,3,24
16645,27432,141,3,3,24
16673,26964,399,2,1,67
16674,27467,399,2,1,67
16679,26965,399,2,1,67
16680,27468,399,2,1,67
16692,27469,399,2,1,67
16693,27972,399,2,1,67
16694,26966,399,2,1,67
16773,26986,399,1,1,67
16776,27489,399,1,1,67
16777,26986,399,1,1,67
16780,26987,399,1,1,67
16781,27490,399,1,1,67
16786,26988,399,1,1,67
16787,27491,399,1,1,67
16799,27995,399,1,1,67
16800,27492,399,1,1,67
16801,26989,399,1,1,67
16825,27039,149,3,7,22
16830,27532,149,5,7,22
16831,27029,149,5,7,22
16834,27030,149,5,7,22
16835,27533,149,5,7,22
16845,27031,149,5,7,22
16846,27534,149,5,7,22
16847,28037,149,5,7,22
16869,27038,149,3,7,22
16885,27040,149,3,7,22
16886,27543,149,3,7,22
16889,27041,149,3,7,22
16890,27544,149,3,7,22
16900,28048,149,3,7,22
16901,27042,149,3,7,22
16902,27545,149,3,7,22
16931,27574,398,1,3,55
16932,27071,398,1,3,55
16937,27575,398,1,3,55
16938,27072,398,1,3,55
16950,27073,398,1,3,55
16951,27576,398,1,3,55
16952,28079,398,1,3,55
16980,27093,1,170,1,1
16981,27596,1,170,1,1
16984,27094,1,170,1,1
16985,27597,1,170,1,1
16995,27095,1,170,1,1
16996,28101,1,170,1,1
16997,27598,1,170,1,1
17019,27100,1,135,1,1
17020,27100,1,135,1,1
17021,27101,1,135,1,1
17026,27101,1,135,1,1
17038,27103,1,135,1,1
17039,27606,1,135,1,1
17042,27104,1,135,1,1
17043,27607,1,135,1,1
17053,28111,1,135,1,1
17054,27608,1,135,1,1
17055,27105,1,135,1,1
17077,27110,1,67,1,1
17078,27111,1,67,1,1
17079,27111,1,67,1,1
17094,27113,1,67,1,1
17095,27616,1,67,1,1
17098,27114,1,67,1,1
17099,27617,1,67,1,1
17109,27618,1,67,1,1
17110,28121,1,67,1,1
17111,27115,1,67,1,1
17130,27121,1,133,1,1
17131,27120,1,133,1,1
17132,27625,1,133,1,1
17133,27122,1,133,1,1
17144,27123,1,133,1,1
17149,27124,1,133,1,1
17150,27627,1,133,1,1
17153,27125,1,133,1,1
17154,27628,1,133,1,1
17164,27629,1,133,1,1
17165,28132,1,133,1,1
17166,27126,1,133,1,1
17186,27101,1,135,1,1
17195,27131,1,181,1,1
17198,27132,1,181,1,1
17199,27635,1,181,1,1
17202,27636,1,181,1,1
17203,27133,1,181,1,1
17213,28140,1,181,1,1
17214,27637,1,181,1,1
17215,27134,1,181,1,1
17243,27140,249,1,7,58
17244,27643,249,1,7,58
17249,27644,249,1,7,58
17250,27141,249,1,7,58
17262,27142,249,1,7,58
17263,28148,249,1,7,58
17264,27645,249,1,7,58
17286,27642,249,1,7,58
17287,28168,140,5,5,40
17288,27665,140,5,5,40
17289,27162,140,5,5,40
17311,28192,140,4,5,40
17312,27186,140,4,5,40
17313,27689,140,4,5,40
17337,27211,1,68,2,1
17342,27695,1,168,2,1
17343,27192,1,168,2,1
17346,27193,1,168,2,1
17347,27696,1,168,2,1
17357,27194,1,168,2,1
17358,27697,1,168,2,1
17359,28200,1,168,2,1
17381,12084,1,136,2,1
17382,27200,1,136,2,1
17384,27220,1,134,2,1
17389,27200,1,136,2,1
17400,27202,1,136,2,1
17401,27705,1,136,2,1
17404,27203,1,136,2,1
17405,27706,1,136,2,1
17415,27204,1,136,2,1
17416,28210,1,136,2,1
17417,27707,1,136,2,1
17439,12114,1,68,2,1
17440,27210,1,68,2,1
17442,28226,1,134,2,1
17443,27220,1,134,2,1
17450,27713,1,68,2,1
17455,27211,1,68,2,1
17460,27715,1,68,2,1
17461,27212,1,68,2,1
17464,27213,1,68,2,1
17465,27716,1,68,2,1
17475,28220,1,68,2,1
17476,27214,1,68,2,1
17477,27717,1,68,2,1
17496,27220,1,134,2,1
17497,27221,1,134,2,1
17508,27222,1,134,2,1
17513,27223,1,134,2,1
17514,27726,1,134,2,1
17517,27224,1,134,2,1
17518,27727,1,134,2,1
17528,27225,1,134,2,1
17529,27728,1,134,2,1
17530,28231,1,134,2,1
17561,27735,1,182,2,1
17562,27232,1,182,2,1
17565,27736,1,182,2,1
17566,27233,1,182,2,1
17571,27736,1,182,2,1
17577,27234,1,182,2,1
17578,28240,1,182,2,1
17579,27737,1,182,2,1
17607,27240,141,8,4,24
17608,27743,141,8,4,24
17613,27744,141,8,4,24
17614,27241,141,8,4,24
17626,27745,141,8,4,24
17627,27242,141,8,4,24
17628,28248,141,8,4,24
17656,27248,141,2,4,24
17657,27751,141,2,4,24
17660,27752,141,2,4,24
17661,27249,141,2,4,24
17666,27753,141,2,4,24
17667,27250,141,2,4,24
17679,28257,141,2,4,24
17680,27754,141,2,4,24
17681,27251,141,2,4,24
17703,27293,1,185,3,1
17704,27284,1,185,3,1
17720,27286,1,185,3,1
17721,27789,1,185,3,1
17724,27287,1,185,3,1
17725,27790,1,185,3,1
17730,27790,1,185,3,1
17736,27288,1,185,3,1
17737,27791,1,185,3,1
17738,28294,1,185,3,1
17762,27803,1,122,3,1
17763,27300,1,122,3,1
17766,27797,1,122,3,1
17767,27294,1,122,3,1
17777,27295,1,122,3,1
17778,28301,1,122,3,1
17779,27798,1,122,3,1
17801,27812,1,147,3,1
17804,27307,1,123,3,1
17805,27810,1,123,3,1
17808,27804,1,123,3,1
17809,27301,1,123,3,1
17814,27804,1,123,3,1
17820,27302,1,123,3,1
17821,27805,1,123,3,1
17822,28308,1,123,3,1
17841,27317,1,147,3,1
17842,27308,1,147,3,1
17843,27308,1,147,3,1
17845,27319,1,121,3,1
17859,27310,1,147,3,1
17860,27813,1,147,3,1
17863,27311,1,147,3,1
17864,27814,1,147,3,1
17874,27312,1,147,3,1
17875,27815,1,147,3,1
17876,28318,1,147,3,1
17898,27319,1,121,3,1
17899,27318,1,121,3,1
17900,27320,1,121,3,1
17915,27825,1,121,3,1
17916,27322,1,121,3,1
17919,27323,1,121,3,1
17920,27826,1,121,3,1
17930,28330,1,121,3,1
17931,27827,1,121,3,1
17932,27324,1,121,3,1
17953,27308,1,147,3,1
17955,27284,1,185,3,1
17964,27331,1,66,3,1
17965,27834,1,66,3,1
17968,27332,1,66,3,1
17969,27835,1,66,3,1
17979,27333,1,66,3,1
17980,27836,1,66,3,1
17981,28339,1,66,3,1
18003,27842,1,105,15,23
18004,27339,1,105,15,23
18005,28345,1,105,15,23
18027,28350,1,177,15,23
18028,27344,1,177,15,23
18029,27847,1,177,15,23
18051,27364,1,186,15,23
18052,27867,1,186,15,23
18053,28370,1,186,15,23
18075,26896,418,2,6,82
18076,27399,418,2,6,82
18077,27902,418,2,6,82
18100,12715,199,1,14,14
18105,12720,199,1,14,14
18110,12725,199,1,14,14
18111,12725,199,1,14,14
18120,12730,199,1,14,14
18121,12730,199,1,14,14
18130,12735,199,1,14,14
18131,12735,199,1,14,14
18140,12740,199,1,14,14
18141,12740,199,1,14,14
18142,12740,199,1,14,14
18155,12745,199,1,14,14
18156,12745,199,1,14,14
18157,12745,199,1,14,14
18170,12750,199,1,14,14
18171,12750,199,1,14,14
18172,12750,199,1,14,14
18185,12755,199,1,14,14
18186,12755,199,1,14,14
18187,12755,199,1,14,14
18200,12760,199,1,14,14
18201,12760,199,1,14,14
18202,12760,199,1,14,14
18203,28710,198,1,14,14
18208,28711,198,1,14,14
18213,28772,198,1,14,14
18214,28712,198,1,14,14
18223,28713,198,1,14,14
18224,28773,198,1,14,14
18233,28774,198,1,14,14
18234,28714,198,1,14,14
18243,28715,198,1,14,14
18244,28835,198,1,14,14
18245,28775,198,1,14,14
18258,28836,198,1,14,14
18259,28776,198,1,14,14
18260,28716,198,1,14,14
18273,28777,198,1,14,14
18274,28717,198,1,14,14
18275,28837,198,1,14,14
18288,28718,198,1,14,14
18289,28778,198,1,14,14
18290,28838,198,1,14,14
18303,28839,198,1,14,14
18304,28719,198,1,14,14
18305,28779,198,1,14,14
18313,28742,147,1,17,14
18314,28802,147,1,17,14
18321,28743,147,1,17,14
18322,28803,147,1,17,14
18329,28804,147,1,17,14
18330,28744,147,1,17,14
18337,28865,147,1,17,14
18338,28745,147,1,17,14
18339,28805,147,1,17,14
18352,28746,147,1,17,14
18353,28806,147,1,17,14
18354,28866,147,1,17,14
18367,28747,147,1,17,14
18368,28867,147,1,17,14
18369,28807,147,1,17,14
18382,28868,147,1,17,14
18383,28748,147,1,17,14
18384,28808,147,1,17,14
18397,28749,147,1,17,14
18398,28809,147,1,17,14
18399,28869,147,1,17,14
18403,27037,149,3,7,22
26940,27009,179,1,4,31
41690,27524,179,4,4,31
41691,27021,179,4,4,31
41698,27525,179,4,4,31
41699,27022,179,4,4,31
42219,6331,1,3,8,
42232,28209,1,136,2,1
42233,28293,1,185,3,1
42236,27574,398,1,3,55
42237,27430,141,3,3,24
42238,27643,249,1,7,58
42239,27467,399,2,1,67
42241,20769,174,48,13,
42389,28035,149,5,7,22
42390,28146,249,1,7,58
42391,28099,1,170,1,1
42397,27010,179,1,4,31
42398,27010,179,1,4,31
42399,27604,1,135,1,1
42409,21027,147,3,14,
42411,27695,1,168,2,1
42412,21039,141,1,4,
42421,27215,1,68,2,1
42422,27334,1,66,3,1
42423,27313,1,147,3,1
42437,21096,1,133,1,1
42439,27010,179,1,4,31
42440,27049,149,4,7,22
42620,21706,1,224,8,
42638,27211,1,68,2,1
42639,27060,149,1,7,22
42643,27061,149,1,7,22
42644,26948,141,6,3,24
42649,21762,174,49,1,
42650,21763,174,49,1,
42651,21764,174,49,1,
42652,21765,174,49,1,
42653,21766,174,49,1,
44828,21832,1,245,,
44829,21833,1,1,8,
44830,21834,1,79,8,
44831,21835,1,190,8,
44832,21836,1,296,8,
44833,21837,174,24,8,
44834,21838,1,149,8,
44837,21843,1,242,8,
44838,21849,174,13,8,
44876,21875,172,169,14,
44877,21875,172,169,14,
44897,27029,149,5,7,22
44903,21921,179,3,4,
44904,21922,179,4,4,
44905,21923,399,1,1,
44906,21924,149,1,7,
44907,21925,398,1,3,
44908,21926,1,170,1,
44909,21927,1,67,1,
44910,21928,249,1,7,
44911,21929,1,168,2,
44912,21930,1,68,2,
44913,21931,1,123,3,
45022,27028,179,4,4,31
45024,27338,1,66,3,1
45032,6048,1,133,1,1
45459,28204,1,168,2,1
45460,28218,1,68,2,1
45466,27134,1,181,1,1
45467,26978,399,4,1,67
45657,27730,1,134,2,1
45659,23120,1,249,8,
45660,23126,1,250,8,
45665,27536,149,5,7,22
45666,27501,179,2,4,31
45668,27747,141,8,4,24
45669,27880,230,3,2,50
45671,28133,1,133,1,1
45672,27463,141,7,3,24
45673,27592,398,3,3,55
45679,28377,230,2,2,50
45680,27853,1,128,15,23
45681,27782,141,10,4,24
45682,27667,140,5,5,40
45684,27854,1,128,15,23
45685,27494,399,1,1,67
45686,27782,141,10,4,24
45687,27699,1,168,2,1
45691,27592,398,3,3,55
45692,27463,141,7,3,24
45693,27558,149,4,7,22
45694,27764,141,9,4,24
45695,27678,140,3,5,40
45697,27599,1,170,1,1
45701,27868,1,186,15,23
45702,27494,399,1,1,67
45703,27585,398,2,3,55
45711,27873,230,2,2,50
45712,27455,141,6,3,24
45713,27672,140,1,5,40
45722,27685,140,2,5,40
45723,27863,1,132,15,23
45724,27578,398,1,3,55
45725,27107,1,135,1,1
45726,26904,418,3,6,82
45731,27898,230,5,2,50
45732,27413,418,4,6,82
45733,28258,141,2,4,24
45739,27401,418,2,6,82
45740,27440,141,4,3,24
45741,27518,179,1,4,31
45747,27176,140,3,5,40
45751,27773,141,1,4,24
45752,27592,398,3,3,55
45753,27646,249,1,7,58
45755,27891,230,1,2,50
45756,27401,418,2,6,82
45757,27463,141,7,3,24
45758,27667,140,5,5,40
45759,27447,141,5,3,24
45760,27535,149,5,7,22
45762,27055,149,4,7,22
45763,27016,179,1,4,31
45773,27395,230,5,2,50
45777,26975,399,4,1,67
45788,27868,1,186,15,23
45789,27484,399,5,1,67
45791,27585,398,2,3,55
45794,27044,149,3,7,22
45796,27389,230,1,2,50
45800,27196,1,168,2,1
45810,26968,399,2,1,67
45812,27082,398,2,3,55
45816,28376,230,2,2,50
45818,27418,418,5,6,82
45820,27958,141,6,3,24
45822,27690,140,4,5,40
45824,27867,1,186,15,23
45827,27584,398,2,3,55
45834,23198,174,51,8,
47624,26902,418,3,6,82
47625,27405,418,3,6,82
47626,27908,418,3,6,82
47628,26903,418,3,6,82
47629,27406,418,3,6,82
47630,27909,418,3,6,82
47632,26904,418,3,6,82
47633,27407,418,3,6,82
47634,27910,418,3,6,82
47640,26906,418,3,6,82
47641,27409,418,3,6,82
47642,27912,418,3,6,82
47644,26908,418,4,6,82
47645,27411,418,4,6,82
47646,27914,418,4,6,82
47648,26909,418,4,6,82
47649,27412,418,4,6,82
47650,27915,418,4,6,82
47652,26910,418,4,6,82
47653,27413,418,4,6,82
47654,27916,418,4,6,82
47660,26912,418,4,6,82
47661,27415,418,4,6,82
47662,27918,418,4,6,82
47664,26914,418,5,6,82
47665,27417,418,5,6,82
47666,27920,418,5,6,82
47668,26915,418,5,6,82
47669,27418,418,5,6,82
47670,27921,418,5,6,82
47672,26916,418,5,6,82
47673,27419,418,5,6,82
47674,27922,418,5,6,82
47680,26918,418,5,6,82
47681,27421,418,5,6,82
47682,27924,418,5,6,82
47684,26920,418,1,6,82
47685,27423,418,1,6,82
47686,27926,418,1,6,82
47688,26921,418,1,6,82
47689,27424,418,1,6,82
47690,27927,418,1,6,82
47692,26922,418,1,6,82
47693,27425,418,1,6,82
47694,27928,418,1,6,82
47700,26924,418,1,6,82
47701,27427,418,1,6,82
47702,27930,418,1,6,82
47704,20423,179,2,4,31
47705,20423,179,2,4,31
47706,20423,179,2,4,31
47708,20428,179,2,4,31
47709,20428,179,2,4,31
47710,20428,179,2,4,31
47712,8666,179,2,4,31
47713,8666,179,2,4,31
47714,8666,179,2,4,31
47716,27001,179,2,4,31
47717,27504,179,2,4,31
47718,28007,179,2,4,31
47720,26995,179,2,4,31
47721,27498,179,2,4,31
47722,28001,179,2,4,31
47724,26996,179,2,4,31
47725,27499,179,2,4,31
47726,28002,179,2,4,31
47728,26997,179,2,4,31
47729,27500,179,2,4,31
47730,28003,179,2,4,31
47732,26998,179,2,4,31
47733,27501,179,2,4,31
47734,28004,179,2,4,31
47740,27000,179,2,4,31
47741,27503,179,2,4,31
47742,28006,179,2,4,31
47744,20442,179,3,4,31
47745,20442,179,3,4,31
47746,20442,179,3,4,31
47748,20447,179,3,4,31
47749,20447,179,3,4,31
47750,20447,179,3,4,31
47752,8684,179,3,4,31
47753,8684,179,3,4,31
47754,8684,179,3,4,31
47756,27008,179,3,4,31
47757,27511,179,3,4,31
47758,28014,179,3,4,31
47760,27002,179,3,4,31
47761,27505,179,3,4,31
47762,28008,179,3,4,31
47764,27003,179,3,4,31
47765,27506,179,3,4,31
47766,28009,179,3,4,31
47768,27004,179,3,4,31
47769,27507,179,3,4,31
47770,28010,179,3,4,31
47772,27005,179,3,4,31
47773,27508,179,3,4,31
47774,28011,179,3,4,31
47780,27007,179,3,4,31
47781,27510,179,3,4,31
47782,28013,179,3,4,31
47784,27009,179,1,4,31
47785,27512,179,1,4,31
47786,28015,179,1,4,31
47788,27010,179,1,4,31
47789,27513,179,1,4,31
47790,28016,179,1,4,31
47792,27011,179,1,4,31
47793,27514,179,1,4,31
47794,28017,179,1,4,31
47796,27012,179,1,4,31
47797,27515,179,1,4,31
47798,28018,179,1,4,31
47800,27013,179,1,4,31
47801,27516,179,1,4,31
47802,28019,179,1,4,31
47804,27014,179,1,4,31
47805,27517,179,1,4,31
47806,28020,179,1,4,31
47808,27015,179,1,4,31
47809,27518,179,1,4,31
47810,28021,179,1,4,31
47812,27016,179,1,4,31
47813,27519,179,1,4,31
47814,28022,179,1,4,31
47820,27018,179,1,4,31
47822,28024,179,1,4,31
47824,20480,179,4,4,31
47825,20480,179,4,4,31
47826,20480,179,4,4,31
47829,27531,179,4,4,31
47830,28034,179,4,4,31
47834,28026,179,4,4,31
47838,28027,179,4,4,31
47842,28028,179,4,4,31
47866,27932,141,3,3,24
47870,27933,141,3,3,24
47874,27934,141,3,3,24
47896,8406,141,4,3,24
47897,8406,141,4,3,24
47898,8406,141,4,3,24
47900,26934,141,4,3,24
47901,27437,141,4,3,24
47902,27940,141,4,3,24
47904,26935,141,4,3,24
47905,27438,141,4,3,24
47906,27941,141,4,3,24
47908,26936,141,4,3,24
47909,27439,141,4,3,24
47910,27942,141,4,3,24
47912,26937,141,4,3,24
47913,27440,141,4,3,24
47914,27943,141,4,3,24
47916,26938,141,4,3,24
47917,27441,141,4,3,24
47918,27944,141,4,3,24
47924,26940,141,4,3,24
47925,27443,141,4,3,24
47926,27946,141,4,3,24
47928,8423,141,5,3,24
47929,8423,141,5,3,24
47930,8423,141,5,3,24
47932,26941,141,5,3,24
47933,27444,141,5,3,24
47934,27947,141,5,3,24
47936,26942,141,5,3,24
47937,27445,141,5,3,24
47938,27948,141,5,3,24
47940,26943,141,5,3,24
47941,27446,141,5,3,24
47942,27949,141,5,3,24
47944,26944,141,5,3,24
47945,27447,141,5,3,24
47946,27950,141,5,3,24
47948,26945,141,5,3,24
47949,27448,141,5,3,24
47950,27951,141,5,3,24
47956,26947,141,5,3,24
47957,27450,141,5,3,24
47958,27953,141,5,3,24
47960,26948,141,6,3,24
47961,27451,141,6,3,24
47962,27954,141,6,3,24
47964,26949,141,6,3,24
47965,27452,141,6,3,24
47966,27955,141,6,3,24
47968,26950,141,6,3,24
47969,27453,141,6,3,24
47970,27956,141,6,3,24
47972,26951,141,6,3,24
47973,27454,141,6,3,24
47974,27957,141,6,3,24
47976,26952,141,6,3,24
47977,27455,141,6,3,24
47978,27958,141,6,3,24
47980,26953,141,6,3,24
47981,27456,141,6,3,24
47982,27959,141,6,3,24
